path,act.lumi(fb-1),eff.lumi(fb-1),first_run,last_run,menu_version,dataset,year
HLT_BTagMu_AK8Jet300_Mu5_v,35.17376975178943,27.886921634824418,352494,362760,,BTagMu,2022
HLT_BTagMu_AK8Jet170_DoubleMu5_v,35.17376975178943,35.17376975178943,352494,362760,,BTagMu,2022
HLT_BTagMu_AK8Jet170_DoubleMu5_v,35.17376975178943,35.17376975178943,352494,362760,,BTagMu,2022
HLT_BTagMu_AK8Jet170_DoubleMu5_v,35.17376975178943,35.17376975178943,352494,362760,,BTagMu,2022
HLT_BTagMu_AK4Jet300_Mu5_v,35.17376975178943,35.17376975178943,352494,362760,,BTagMu,2022
HLT_BTagMu_AK4DiJet20_Mu5_v,35.17376975178943,0.017429326021765265,352494,362760,,BTagMu,2022
HLT_BTagMu_AK4DiJet20_Mu5_v,35.17376975178943,0.017429326021765265,352494,362760,,BTagMu,2022
HLT_BTagMu_AK4DiJet40_Mu5_v,35.17376975178943,0.10893328763603288,352494,362760,,BTagMu,2022
HLT_BTagMu_AK4Jet300_Mu5_v,35.17376975178943,35.17376975178943,352494,362760,,BTagMu,2022
HLT_BTagMu_AK4DiJet40_Mu5_v,35.17376975178943,0.10893328763603288,352494,362760,,BTagMu,2022
HLT_BTagMu_AK4DiJet170_Mu5_v,35.17376975178943,9.29564054494151,352494,362760,,BTagMu,2022
HLT_BTagMu_AK4DiJet70_Mu5_v,35.17376975178943,0.5362869545158622,352494,362760,,BTagMu,2022
HLT_BTagMu_AK4DiJet70_Mu5_v,35.17376975178943,0.5362869545158622,352494,362760,,BTagMu,2022
HLT_BTagMu_AK4DiJet70_Mu5_v,35.17376975178943,0.5362869545158622,352494,362760,,BTagMu,2022
HLT_BTagMu_AK4DiJet110_Mu5_v,35.17376975178943,2.1451478180634487,352494,362760,,BTagMu,2022
HLT_BTagMu_AK4DiJet170_Mu5_v,35.17376975178943,9.29564054494151,352494,362760,,BTagMu,2022
HLT_BTagMu_AK4DiJet170_Mu5_v,35.17376975178943,9.29564054494151,352494,362760,,BTagMu,2022
HLT_BTagMu_AK4DiJet40_Mu5_v,35.17376975178943,0.10893328763603288,352494,362760,,BTagMu,2022
HLT_BTagMu_AK4DiJet110_Mu5_v,35.17376975178943,2.1451478180634487,352494,362760,,BTagMu,2022
HLT_BTagMu_AK4Jet300_Mu5_v,35.17376975178943,35.17376975178943,352494,362760,,BTagMu,2022
HLT_BTagMu_AK8DiJet170_Mu5_v,35.17376975178943,8.081165858780627,352494,362760,,BTagMu,2022
HLT_BTagMu_AK8DiJet170_Mu5_v,35.17376975178943,8.081165858780627,352494,362760,,BTagMu,2022
HLT_BTagMu_AK8Jet300_Mu5_v,35.17376975178943,27.886921634824418,352494,362760,,BTagMu,2022
HLT_BTagMu_AK4DiJet110_Mu5_v,35.17376975178943,2.1451478180634487,352494,362760,,BTagMu,2022
HLT_BTagMu_AK4DiJet20_Mu5_v,35.17376975178943,0.017429326021765265,352494,362760,,BTagMu,2022
HLT_BTagMu_AK8DiJet170_Mu5_v,35.17376975178943,8.081165858780627,352494,362760,,BTagMu,2022
HLT_BTagMu_AK8Jet300_Mu5_v,35.17376975178943,27.886921634824418,352494,362760,,BTagMu,2022
HLT_L1_CDC_SingleMu_3_er1p2_TOP120_DPHI2p618_3p142_v,35.17831805066943,0.5017790478170737,352494,362760,,Commissioning,2022
HLT_IsoTrackHB_v,35.174076121789426,28.477076961094422,352416,362760,,Commissioning,2022
HLT_IsoTrackHB_v,35.174076121789426,28.477076961094422,352416,362760,,Commissioning,2022
HLT_IsoTrackHB_v,35.174076121789426,28.477076961094422,352416,362760,,Commissioning,2022
HLT_IsoTrackHB_v,35.174076121789426,28.477076961094422,352416,362760,,Commissioning,2022
HLT_IsoTrackHE_v,35.174076121789426,35.174076121789426,352416,362760,,Commissioning,2022
HLT_L1_CDC_SingleMu_3_er1p2_TOP120_DPHI2p618_3p142_v,35.17831805066943,0.5017790478170737,352494,362760,,Commissioning,2022
HLT_PFJet40_GPUvsCPU_v,27.006943963997905,27.006943963997905,359568,362760,,Commissioning,2022
HLT_IsoTrackHE_v,35.174076121789426,35.174076121789426,352416,362760,,Commissioning,2022
HLT_IsoTrackHE_v,35.174076121789426,35.174076121789426,352416,362760,,Commissioning,2022
HLT_L1_CDC_SingleMu_3_er1p2_TOP120_DPHI2p618_3p142_v,35.17831805066943,0.5017790478170737,352494,362760,,Commissioning,2022
HLT_IsoTrackHE_v,35.174076121789426,35.174076121789426,352416,362760,,Commissioning,2022
HLT_L1SingleMuCosmics_v,0.0,0.0,352494,362760,,Cosmics,2022
HLT_L1SingleMuCosmics_v,0.0,0.0,352494,362760,,Cosmics,2022
HLT_L1SingleMuCosmics_v,0.0,0.0,352494,362760,,Cosmics,2022
HLT_CscCluster_Tight_v,29.551018362187897,24.400404499373906,352494,362760,,DisplacedJet,2022
HLT_HT430_DisplacedDijet60_DisplacedTrack_v,35.17376975178943,35.17376975178943,352494,362760,,DisplacedJet,2022
HLT_HT430_DisplacedDijet60_DisplacedTrack_v,35.17376975178943,35.17376975178943,352494,362760,,DisplacedJet,2022
