path,act.lumi(fb-1),eff.lumi(fb-1),first_run,last_run,menu_version,dataset,year
HLT_BTagMu_AK4DiJet70_Mu5_v,109.44989734173923,1.052402859055182,378981,386951,,BTagMu,2024
HLT_BTagMu_AK8Jet170_DoubleMu5_v,109.44989734173923,109.44989734173923,378981,386951,,BTagMu,2024
HLT_BTagMu_AK8Jet170_DoubleMu5_v,109.44989734173923,109.44989734173923,378981,386951,,BTagMu,2024
HLT_BTagMu_AK8Jet170_DoubleMu5_v,109.44989734173923,109.44989734173923,378981,386951,,BTagMu,2024
HLT_BTagMu_AK4DiJet170_Mu5_v,109.44989734173923,18.24164955695619,378981,386951,,BTagMu,2024
HLT_BTagMu_AK4DiJet170_Mu5_v,109.44989734173923,18.24164955695619,378981,386951,,BTagMu,2024
HLT_BTagMu_AK4DiJet170_Mu5_v,109.44989734173923,18.24164955695619,378981,386951,,BTagMu,2024
HLT_BTagMu_AK4Jet300_Mu5_v,109.44989734173923,109.44989734173923,378981,386951,,BTagMu,2024
HLT_BTagMu_AK4Jet300_Mu5_v,109.44989734173923,109.44989734173923,378981,386951,,BTagMu,2024
HLT_BTagMu_AK4Jet300_Mu5_v,109.44989734173923,109.44989734173923,378981,386951,,BTagMu,2024
HLT_BTagMu_AK4Jet300_Mu5_v,109.44989734173923,109.44989734173923,378981,386951,,BTagMu,2024
HLT_BTagMu_AK8DiJet170_Mu5_v,109.44989734173923,9.120824778478095,378981,386951,,BTagMu,2024
HLT_BTagMu_AK8DiJet170_Mu5_v,109.44989734173923,9.120824778478095,378981,386951,,BTagMu,2024
HLT_BTagMu_AK8DiJet170_Mu5_v,109.44989734173923,9.120824778478095,378981,386951,,BTagMu,2024
HLT_BTagMu_AK8DiJet170_Mu5_v,109.44989734173923,9.120824778478095,378981,386951,,BTagMu,2024
HLT_BTagMu_AK4DiJet70_Mu5_v,109.44989734173923,1.052402859055182,378981,386951,,BTagMu,2024
HLT_BTagMu_AK8Jet170_DoubleMu5_v,109.44989734173923,109.44989734173923,378981,386951,,BTagMu,2024
HLT_BTagMu_AK4DiJet110_Mu5_v,109.44989734173923,4.209611436220728,378981,386951,,BTagMu,2024
HLT_BTagMu_AK4DiJet170_Mu5_v,109.44989734173923,18.24164955695619,378981,386951,,BTagMu,2024
HLT_BTagMu_AK4DiJet110_Mu5_v,109.44989734173923,4.209611436220728,378981,386951,,BTagMu,2024
HLT_BTagMu_AK8Jet300_Mu5_v,109.44989734173923,54.724948670869615,378981,386951,,BTagMu,2024
HLT_BTagMu_AK8Jet300_Mu5_v,109.44989734173923,54.724948670869615,378981,386951,,BTagMu,2024
HLT_BTagMu_AK4DiJet110_Mu5_v,109.44989734173923,4.209611436220728,378981,386951,,BTagMu,2024
HLT_BTagMu_AK8Jet300_Mu5_v,109.44989734173923,54.724948670869615,378981,386951,,BTagMu,2024
HLT_BTagMu_AK4DiJet40_Mu5_v,109.44989734173923,0.21376933074558443,378981,386951,,BTagMu,2024
HLT_BTagMu_AK4DiJet40_Mu5_v,109.44989734173923,0.21376933074558443,378981,386951,,BTagMu,2024
HLT_BTagMu_AK4DiJet40_Mu5_v,109.44989734173923,0.21376933074558443,378981,386951,,BTagMu,2024
HLT_BTagMu_AK4DiJet40_Mu5_v,109.44989734173923,0.21376933074558443,378981,386951,,BTagMu,2024
HLT_BTagMu_AK8Jet300_Mu5_v,109.44989734173923,54.724948670869615,378981,386951,,BTagMu,2024
HLT_BTagMu_AK4DiJet20_Mu5_v,109.44989734173923,0.03420309291929382,378981,386951,,BTagMu,2024
HLT_BTagMu_AK4DiJet20_Mu5_v,109.44989734173923,0.03420309291929382,378981,386951,,BTagMu,2024
HLT_BTagMu_AK4DiJet20_Mu5_v,109.44989734173923,0.03420309291929382,378981,386951,,BTagMu,2024
HLT_BTagMu_AK4DiJet70_Mu5_v,109.44989734173923,1.052402859055182,378981,386951,,BTagMu,2024
HLT_BTagMu_AK4DiJet70_Mu5_v,109.44989734173923,1.052402859055182,378981,386951,,BTagMu,2024
HLT_BTagMu_AK4DiJet110_Mu5_v,109.44989734173923,4.209611436220728,378981,386951,,BTagMu,2024
HLT_BTagMu_AK4DiJet20_Mu5_v,109.44989734173923,0.03420309291929382,378981,386951,,BTagMu,2024
HLT_IsoTrackHB_v,109.44989734173923,18.24164955695619,378981,387574,,Commissioning,2024
HLT_IsoTrackHB_v,109.44989734173923,18.24164955695619,378981,387574,,Commissioning,2024
HLT_IsoTrackHE_v,109.44989734173923,36.48329911391238,378981,387574,,Commissioning,2024
HLT_IsoTrackHE_v,109.44989734173923,36.48329911391238,378981,387574,,Commissioning,2024
HLT_L1_CDC_SingleMu_3_er1p2_TOP120_DPHI2p618_3p142_v,109.46435012973923,1.2162705569971155,378981,386951,,Commissioning,2024
HLT_L1_CDC_SingleMu_3_er1p2_TOP120_DPHI2p618_3p142_v,109.46435012973923,1.2162705569971155,378981,386951,,Commissioning,2024
HLT_L1_CDC_SingleMu_3_er1p2_TOP120_DPHI2p618_3p142_v,109.46435012973923,1.2162705569971155,378981,386951,,Commissioning,2024
HLT_L1_CDC_SingleMu_3_er1p2_TOP120_DPHI2p618_3p142_v,109.46435012973923,1.2162705569971155,378981,386951,,Commissioning,2024
HLT_PFJet40_GPUvsCPU_v,109.45029599173922,109.45029599173922,378981,386951,,Commissioning,2024
HLT_IsoTrackHB_v,109.44989734173923,18.24164955695619,378981,387574,,Commissioning,2024
HLT_IsoTrackHE_v,109.44989734173923,36.48329911391238,378981,387574,,Commissioning,2024
HLT_IsoTrackHB_v,109.44989734173923,18.24164955695619,378981,387574,,Commissioning,2024
HLT_IsoTrackHE_v,109.44989734173923,36.48329911391238,378981,387574,,Commissioning,2024
HLT_L1SingleMuCosmics_v,0,0,378981,386951,,Cosmics,2024
HLT_L1SingleMuCosmics_v,0,0,378981,386951,,Cosmics,2024
HLT_L1SingleMuCosmics_v,0,0,378981,386951,,Cosmics,2024
HLT_L1SingleMuCosmics_v,0,0,378981,386951,,Cosmics,2024
HLT_HT430_DelayedJet40_DoubleDelay0p5nsTrackless_v,109.44989734173923,109.44989734173923,378981,386951,,DisplacedJet,2024
HLT_L1MET_DTClusterNoMB1S50_v,109.44989734173923,109.44989734173923,378981,386951,,DisplacedJet,2024
HLT_HT430_DelayedJet40_DoubleDelay0p5nsTrackless_v,109.44989734173923,109.44989734173923,378981,386951,,DisplacedJet,2024
HLT_L1MET_DTCluster50_v,109.44989734173923,1.0944989734174022,378981,386951,,DisplacedJet,2024
HLT_HT430_DelayedJet40_DoubleDelay0p5nsTrackless_v,109.44989734173923,109.44989734173923,378981,386951,,DisplacedJet,2024
HLT_L1MET_DTCluster50_v,109.44989734173923,1.0944989734174022,378981,386951,,DisplacedJet,2024
HLT_Mu6HT240_DisplacedDijet30_Inclusive1PtrkShortSig5_DisplacedLoose_v,109.44989734173923,109.44989734173923,378981,386951,,DisplacedJet,2024
HLT_HT430_DelayedJet40_DoubleDelay1nsInclusive_v,109.44989734173923,2.1889979468348044,378981,386951,,DisplacedJet,2024
HLT_L1MET_DTCluster50_v,109.44989734173923,1.0944989734174022,378981,386951,,DisplacedJet,2024
HLT_HT430_DelayedJet40_DoubleDelay1nsInclusive_v,109.44989734173923,2.1889979468348044,378981,386951,,DisplacedJet,2024
HLT_CaloMET60_DTClusterNoMB1S50_v,109.44989734173923,109.44989734173923,378981,386951,,DisplacedJet,2024
HLT_HT430_DelayedJet40_DoubleDelay1nsInclusive_v,109.44989734173923,2.1889979468348044,378981,386951,,DisplacedJet,2024
HLT_CaloMET60_DTClusterNoMB1S50_v,109.44989734173923,109.44989734173923,378981,386951,,DisplacedJet,2024
HLT_HT430_DelayedJet40_DoubleDelay1nsInclusive_v,109.44989734173923,2.1889979468348044,378981,386951,,DisplacedJet,2024
HLT_CaloMET60_DTClusterNoMB1S50_v,109.44989734173923,109.44989734173923,378981,386951,,DisplacedJet,2024
HLT_L1MET_DTCluster50_v,109.44989734173923,1.0944989734174022,378981,386951,,DisplacedJet,2024
